ID,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Vintage,Response
462,Male,52,1,28,0,1-2 Year,Yes,46090,217,1
463,Male,23,1,35,1,< 1 Year,No,27968,128,0
464,Male,70,1,28,0,> 2 Years,Yes,51565,115,0
465,Male,24,1,2,0,< 1 Year,Yes,26707,224,0
466,Male,42,1,33,0,> 2 Years,Yes,35187,107,0
467,Male,70,1,8,0,1-2 Year,Yes,46177,249,0
468,Female,22,1,46,0,< 1 Year,Yes,26118,46,0
469,Male,70,1,7,1,1-2 Year,No,65479,213,0
470,Female,23,1,28,1,< 1 Year,No,38010,177,0
471,Female,74,1,28,0,> 2 Years,Yes,30128,164,1
472,Female,22,1,43,0,1-2 Year,Yes,42589,236,0
473,Female,66,1,28,0,1-2 Year,Yes,30967,64,0
474,Female,24,1,8,0,< 1 Year,Yes,42636,155,0
475,Male,40,1,28,0,1-2 Year,Yes,37142,286,0
476,Male,59,1,8,1,1-2 Year,No,34424,134,0
477,Female,23,1,27,0,< 1 Year,Yes,27827,19,0
478,Male,45,1,46,0,1-2 Year,Yes,37726,186,0
479,Female,22,1,44,1,< 1 Year,No,37232,177,0
480,Male,30,1,28,0,< 1 Year,Yes,51429,119,1
481,Male,73,1,29,0,> 2 Years,Yes,104002,132,0
482,Female,33,1,7,0,1-2 Year,No,2630,103,0
483,Female,25,1,2,1,< 1 Year,No,28342,113,0
484,Female,44,1,28,0,1-2 Year,Yes,52593,30,1
485,Female,36,1,8,0,1-2 Year,Yes,63198,244,1
486,Male,69,1,46,1,1-2 Year,No,44679,293,0
487,Male,79,1,45,0,1-2 Year,Yes,21882,78,0
488,Female,24,1,28,1,< 1 Year,No,28036,108,0
489,Male,72,1,8,1,1-2 Year,No,36462,61,0
490,Female,39,1,28,0,1-2 Year,Yes,45387,59,1
491,Female,62,1,28,0,1-2 Year,Yes,31026,105,0
492,Male,43,1,18,0,1-2 Year,Yes,39225,268,0
493,Male,29,1,37,0,1-2 Year,Yes,2630,66,0
494,Female,20,1,28,1,< 1 Year,Yes,2630,120,0
495,Female,27,1,46,1,< 1 Year,No,28640,93,0
496,Male,20,1,8,0,< 1 Year,Yes,40115,292,0
497,Male,22,1,35,0,< 1 Year,Yes,30083,84,0
498,Male,56,1,28,0,1-2 Year,Yes,32018,183,0
499,Female,28,1,50,1,< 1 Year,No,26788,221,0
500,Male,20,1,36,1,< 1 Year,No,27397,13,0
501,Male,23,1,21,0,< 1 Year,Yes,33870,258,0
502,Female,31,1,15,1,< 1 Year,No,33444,233,0
503,Female,31,1,15,1,< 1 Year,No,40315,103,0
504,Female,51,1,28,0,1-2 Year,Yes,39214,15,0
505,Female,23,1,37,1,< 1 Year,No,41919,288,0
506,Male,37,1,28,0,1-2 Year,Yes,42207,135,1
507,Female,25,1,28,0,< 1 Year,Yes,92716,247,0
508,Female,25,1,28,1,< 1 Year,No,74371,295,0
509,Female,22,1,28,1,< 1 Year,No,58936,274,0
510,Female,31,1,18,1,< 1 Year,No,44945,201,0
511,Female,22,1,46,1,< 1 Year,No,36430,241,0
512,Male,29,1,7,1,< 1 Year,No,2630,59,0
513,Female,38,1,45,0,1-2 Year,Yes,2630,253,0
514,Female,26,1,15,1,< 1 Year,No,32553,97,0
515,Female,22,1,37,0,< 1 Year,Yes,32093,113,1
516,Female,70,1,28,0,1-2 Year,Yes,37783,102,0
517,Male,58,1,28,0,1-2 Year,Yes,41394,22,0
518,Male,52,1,12,0,1-2 Year,Yes,29442,264,0
519,Male,49,1,28,0,1-2 Year,Yes,31733,265,0
520,Female,24,1,30,0,< 1 Year,No,39055,127,0
521,Female,24,1,30,1,< 1 Year,No,28829,173,0
522,Female,76,1,8,0,1-2 Year,Yes,38546,92,0
523,Female,22,1,3,0,< 1 Year,Yes,23309,202,0
524,Female,23,1,43,1,< 1 Year,No,25272,25,0
525,Male,24,1,8,1,< 1 Year,No,60219,233,0
526,Female,25,1,47,0,< 1 Year,Yes,40374,246,0
527,Male,33,1,46,1,1-2 Year,No,27599,10,0
528,Male,51,1,18,1,1-2 Year,No,2630,88,0
529,Female,48,1,27,0,1-2 Year,Yes,34900,153,0
530,Male,38,1,48,0,1-2 Year,Yes,2630,67,0
531,Female,21,1,7,1,< 1 Year,No,2630,74,0
532,Male,36,1,9,1,1-2 Year,No,41410,174,0
533,Female,22,1,28,1,< 1 Year,No,24980,181,0
534,Male,53,1,28,1,1-2 Year,Yes,36544,182,0
535,Male,45,1,46,1,1-2 Year,No,2630,271,0
536,Male,24,1,15,1,< 1 Year,No,23479,259,0
537,Male,46,1,11,1,1-2 Year,No,36581,115,0
538,Female,57,1,41,1,1-2 Year,No,24564,220,0
539,Male,41,1,28,0,1-2 Year,Yes,44898,154,0
540,Male,45,1,28,0,1-2 Year,Yes,2630,204,1
541,Male,47,1,31,0,1-2 Year,Yes,2630,80,0
542,Male,51,1,41,0,> 2 Years,Yes,31443,82,0
543,Female,24,1,15,0,< 1 Year,Yes,2630,48,0
544,Male,57,1,28,0,1-2 Year,Yes,24552,122,1
545,Female,25,1,8,1,< 1 Year,No,61805,58,0
546,Male,46,1,8,1,1-2 Year,No,34727,229,0
547,Male,38,1,28,0,1-2 Year,Yes,46272,203,1
548,Female,48,1,28,0,1-2 Year,Yes,47104,166,0
549,Male,22,1,46,1,< 1 Year,No,26647,95,0
550,Male,27,1,46,1,< 1 Year,No,26312,244,0
551,Male,33,1,43,1,1-2 Year,No,2630,149,0
552,Male,23,1,47,1,< 1 Year,No,35982,277,0
553,Female,44,1,28,1,1-2 Year,No,34612,62,0
554,Female,24,1,41,1,< 1 Year,No,29857,201,0
555,Male,39,1,38,0,1-2 Year,Yes,33149,20,0
556,Female,21,1,13,1,< 1 Year,No,24731,283,0
557,Male,25,1,15,1,< 1 Year,No,34661,207,0
558,Female,51,1,33,0,1-2 Year,Yes,31243,39,1
559,Female,27,1,28,1,< 1 Year,No,52455,21,0
560,Female,42,1,8,0,> 2 Years,Yes,34393,209,0
561,Female,23,1,44,1,< 1 Year,No,28978,242,0
562,Male,36,1,28,1,1-2 Year,No,44579,104,0
563,Male,50,1,28,0,> 2 Years,Yes,38269,244,0
564,Male,69,0,33,0,1-2 Year,Yes,39730,53,0
565,Male,24,1,11,1,< 1 Year,No,36316,64,0
566,Male,57,1,7,0,1-2 Year,Yes,2630,52,0
567,Female,32,1,43,0,< 1 Year,No,2630,167,0
568,Male,68,1,8,0,1-2 Year,Yes,112974,206,0
569,Male,40,1,4,0,1-2 Year,Yes,33466,120,1
570,Male,37,1,30,0,1-2 Year,Yes,29934,141,0
571,Female,27,1,17,1,< 1 Year,No,2630,24,0
572,Female,21,1,47,0,< 1 Year,Yes,57982,89,0
573,Female,46,1,28,0,1-2 Year,Yes,51568,216,0
574,Male,55,1,28,0,1-2 Year,Yes,54115,114,0
575,Male,79,1,29,0,1-2 Year,Yes,28777,220,0
576,Female,22,1,8,0,< 1 Year,Yes,35461,90,0
577,Female,52,1,7,0,1-2 Year,Yes,2630,19,1
578,Male,22,1,30,1,< 1 Year,No,28001,226,0
579,Female,24,1,28,0,< 1 Year,Yes,31901,17,0
580,Male,32,1,21,1,< 1 Year,No,25562,261,0
581,Male,40,1,28,0,1-2 Year,Yes,34364,41,0
582,Female,23,1,8,1,< 1 Year,No,48251,202,0
583,Male,56,1,6,1,1-2 Year,Yes,20472,288,0
584,Male,57,1,28,0,1-2 Year,Yes,31179,160,1
585,Male,24,1,15,1,< 1 Year,No,33613,205,0
586,Female,27,1,33,1,< 1 Year,No,2630,266,0
587,Male,21,1,26,0,< 1 Year,Yes,25205,256,0
588,Female,72,1,28,0,1-2 Year,Yes,61819,35,0
589,Female,25,1,6,0,< 1 Year,Yes,2630,288,0
590,Female,21,1,7,1,< 1 Year,No,48103,135,0
591,Male,24,1,45,0,< 1 Year,Yes,19848,115,0
592,Female,25,1,24,1,< 1 Year,No,2630,36,0
593,Male,26,1,30,1,< 1 Year,No,22102,97,0
594,Female,75,1,46,1,1-2 Year,No,30356,288,0
595,Female,24,1,41,1,< 1 Year,Yes,21093,53,0
596,Male,66,1,14,0,1-2 Year,Yes,40223,200,0
597,Female,23,1,41,1,< 1 Year,No,32465,47,0
598,Female,49,1,46,0,1-2 Year,Yes,25996,184,1
599,Male,42,1,41,0,1-2 Year,Yes,35129,80,1
600,Female,25,1,23,1,< 1 Year,No,19298,140,0
601,Male,21,1,29,1,< 1 Year,No,28450,17,0
602,Female,23,1,28,1,< 1 Year,No,28155,83,0
603,Female,38,1,28,0,1-2 Year,Yes,26103,121,0
604,Male,44,1,35,0,1-2 Year,Yes,2630,245,0
605,Male,25,1,28,0,< 1 Year,Yes,60550,269,0
606,Male,38,1,28,0,1-2 Year,Yes,52970,106,0
607,Female,24,1,13,1,< 1 Year,No,22649,243,0
608,Female,23,1,27,0,< 1 Year,No,2630,103,0
609,Female,43,1,28,1,1-2 Year,No,2630,248,0
610,Female,30,1,26,0,< 1 Year,Yes,2630,74,0
611,Female,49,1,28,1,1-2 Year,No,2630,100,0
612,Female,22,1,30,1,< 1 Year,No,30724,271,0
613,Female,45,1,8,0,1-2 Year,Yes,2630,96,1
614,Male,72,1,28,0,1-2 Year,Yes,45683,270,0
615,Male,25,1,8,1,< 1 Year,No,63124,136,0
616,Male,64,1,28,1,1-2 Year,No,30068,237,0
617,Male,46,1,28,0,> 2 Years,Yes,64819,82,1
618,Male,84,1,28,1,1-2 Year,No,49367,31,0
619,Male,46,1,28,0,> 2 Years,Yes,42534,168,0
620,Female,41,1,28,0,1-2 Year,Yes,35524,13,1
621,Male,73,1,46,0,1-2 Year,Yes,41623,146,0
622,Female,43,1,28,0,> 2 Years,Yes,37314,288,1
623,Male,47,1,9,0,1-2 Year,Yes,37752,235,0
624,Male,55,1,28,1,1-2 Year,Yes,42394,142,0
625,Female,45,1,37,0,1-2 Year,Yes,35692,235,0
626,Female,24,1,11,1,< 1 Year,No,38608,107,0
627,Male,44,1,23,0,1-2 Year,Yes,42609,83,0
628,Male,42,1,28,0,> 2 Years,Yes,34815,101,1
629,Female,24,1,3,1,< 1 Year,No,28239,67,0
630,Female,27,1,15,0,< 1 Year,No,28171,213,0
631,Male,21,1,26,1,< 1 Year,No,15945,160,0
632,Female,22,1,40,1,< 1 Year,No,32851,234,0
633,Female,22,1,14,1,< 1 Year,No,37508,260,0
634,Female,44,1,40,0,1-2 Year,Yes,36790,266,0
635,Male,21,1,4,0,< 1 Year,Yes,22577,204,0
636,Male,36,1,46,0,1-2 Year,Yes,20819,137,0
637,Male,24,1,28,1,< 1 Year,No,55467,84,0
638,Female,53,1,8,0,1-2 Year,Yes,60483,30,0
639,Male,52,1,28,1,1-2 Year,No,35031,88,0
640,Male,23,1,35,1,< 1 Year,No,34056,233,0
641,Female,49,1,48,1,1-2 Year,No,2630,245,0
642,Female,23,1,29,1,< 1 Year,No,27636,145,0
643,Female,23,1,41,1,< 1 Year,No,44043,65,0
644,Male,40,1,28,0,1-2 Year,No,32854,149,0
645,Male,23,1,15,1,< 1 Year,No,29541,258,0
646,Female,21,1,36,1,< 1 Year,No,30389,27,0
647,Male,30,1,28,0,1-2 Year,Yes,2630,298,0
648,Male,57,1,46,1,1-2 Year,No,2630,166,0
649,Male,55,1,28,1,1-2 Year,No,67745,93,0
650,Male,50,1,4,0,1-2 Year,Yes,26821,296,0
651,Female,44,1,28,0,1-2 Year,Yes,26567,215,0
652,Male,25,1,28,0,< 1 Year,Yes,41654,233,0
653,Male,43,1,23,0,1-2 Year,Yes,29155,277,0
654,Male,24,1,41,1,< 1 Year,No,24773,277,0
655,Female,59,1,18,0,1-2 Year,No,23322,133,1
656,Male,23,1,44,0,< 1 Year,Yes,29267,41,0
657,Male,53,1,13,0,1-2 Year,Yes,2630,90,0
658,Male,23,1,46,1,1-2 Year,Yes,2630,234,0
659,Male,24,1,36,1,< 1 Year,No,36975,88,0
660,Female,24,1,28,0,< 1 Year,Yes,32681,116,0
661,Male,60,1,28,0,1-2 Year,Yes,68548,298,0
662,Female,34,1,29,0,1-2 Year,Yes,30045,119,1
663,Male,29,1,28,1,< 1 Year,No,25850,125,0
664,Female,21,1,46,1,< 1 Year,No,41238,195,0
665,Male,25,1,14,1,< 1 Year,No,39723,278,0
666,Female,45,1,35,1,1-2 Year,No,52448,105,0
667,Female,22,1,47,1,< 1 Year,No,24233,231,0
668,Male,55,1,17,1,1-2 Year,No,36693,212,0
669,Male,45,1,33,0,1-2 Year,Yes,23958,35,1
670,Female,23,1,28,1,< 1 Year,No,49577,55,0
671,Male,26,1,47,1,< 1 Year,No,33045,188,0
672,Male,68,1,28,0,1-2 Year,Yes,45626,68,0
673,Female,63,1,28,0,1-2 Year,Yes,2630,172,0
674,Male,27,1,36,1,< 1 Year,No,32286,75,0
675,Female,37,1,28,0,1-2 Year,Yes,45037,238,1
676,Female,48,1,28,1,1-2 Year,No,45148,240,0
677,Female,35,1,35,0,1-2 Year,Yes,37646,198,0
678,Male,71,1,28,1,1-2 Year,No,33685,10,0
679,Male,31,1,39,0,< 1 Year,Yes,2630,166,1
680,Male,53,1,29,0,1-2 Year,Yes,2630,141,0
681,Male,22,1,41,1,< 1 Year,No,31827,69,0
682,Female,67,1,41,0,1-2 Year,Yes,31554,30,0
683,Female,76,1,28,1,1-2 Year,No,37753,38,0
684,Female,47,1,30,0,1-2 Year,Yes,2630,227,0
685,Male,36,1,35,0,1-2 Year,Yes,25017,203,0
686,Male,46,1,28,0,1-2 Year,Yes,31663,235,0
687,Female,35,1,3,0,1-2 Year,No,2630,43,0
688,Female,66,1,8,0,1-2 Year,No,48089,205,0
689,Male,61,1,8,0,> 2 Years,Yes,22257,171,1
690,Female,23,1,41,1,< 1 Year,No,33860,217,0
691,Male,44,1,28,0,1-2 Year,No,50633,103,0
692,Female,22,1,11,0,< 1 Year,Yes,35557,110,0
693,Female,28,1,11,1,< 1 Year,No,2630,101,0
694,Female,38,1,46,0,1-2 Year,Yes,2630,83,0
695,Female,48,1,10,0,1-2 Year,Yes,39818,180,0
696,Male,41,1,28,0,1-2 Year,Yes,49845,168,0
697,Female,31,1,8,1,< 1 Year,No,41106,37,0
698,Male,42,1,8,1,1-2 Year,No,2630,193,0
699,Male,48,1,41,1,1-2 Year,No,2630,18,0
700,Male,42,1,28,0,1-2 Year,Yes,2630,235,0
701,Female,24,1,47,1,< 1 Year,No,35665,174,0
702,Male,76,1,3,1,1-2 Year,No,28290,146,0
703,Female,43,1,28,0,1-2 Year,Yes,46174,21,1
704,Female,25,1,28,1,< 1 Year,No,34410,219,0
705,Male,43,1,28,0,1-2 Year,Yes,26259,116,0
706,Female,35,1,46,0,1-2 Year,Yes,29036,227,1
707,Female,24,1,11,1,< 1 Year,No,32803,239,0
708,Male,46,1,8,0,1-2 Year,No,35183,68,0
709,Female,45,1,28,1,1-2 Year,No,28586,129,0
710,Male,24,1,49,1,< 1 Year,No,19613,167,0
711,Female,46,1,0,0,1-2 Year,Yes,2630,292,0
712,Female,33,1,28,0,1-2 Year,Yes,28188,257,0
713,Male,23,1,18,1,< 1 Year,No,18086,139,0
714,Male,38,1,39,0,1-2 Year,Yes,2630,244,0
715,Male,47,1,26,0,1-2 Year,Yes,28871,60,1
716,Female,26,1,46,1,< 1 Year,No,30380,268,0
717,Male,44,1,8,0,1-2 Year,Yes,32342,255,1
718,Male,23,1,29,0,< 1 Year,Yes,28070,136,0
719,Male,36,1,8,0,1-2 Year,Yes,32752,287,1
720,Male,40,1,8,0,1-2 Year,Yes,71479,107,0
721,Male,24,1,10,1,< 1 Year,No,31953,83,0
722,Male,39,1,18,0,1-2 Year,Yes,43177,12,0
723,Female,42,1,28,1,1-2 Year,No,61279,224,0
724,Female,76,1,29,1,1-2 Year,No,48834,54,0
725,Female,31,1,10,1,< 1 Year,No,30459,295,0
726,Female,21,1,15,0,< 1 Year,Yes,31946,216,0
727,Male,48,1,37,1,1-2 Year,No,22242,283,0
728,Female,23,1,27,0,< 1 Year,No,27629,228,0
729,Male,28,1,9,1,< 1 Year,No,34010,145,0
730,Female,43,1,28,0,1-2 Year,Yes,41103,258,0
731,Male,35,1,28,0,1-2 Year,Yes,33273,255,0
732,Female,35,1,28,0,1-2 Year,Yes,39339,170,0
733,Male,77,1,28,0,1-2 Year,Yes,2630,109,1
734,Female,24,1,33,1,< 1 Year,Yes,31546,268,0
735,Male,50,1,28,0,> 2 Years,Yes,53905,253,1
736,Female,69,1,28,0,1-2 Year,Yes,48756,285,0
737,Female,24,1,37,0,< 1 Year,Yes,49007,115,0
738,Male,29,1,8,1,< 1 Year,No,46278,69,0
739,Male,43,1,28,0,1-2 Year,Yes,29921,146,1
740,Male,70,1,28,1,1-2 Year,No,36785,211,0
741,Male,50,1,8,0,1-2 Year,Yes,2630,276,0
742,Male,29,1,18,1,< 1 Year,No,36528,270,0
743,Male,23,1,28,1,< 1 Year,No,42463,160,0
744,Male,20,1,39,1,< 1 Year,No,31515,167,0
745,Male,29,1,4,1,< 1 Year,No,23080,103,0
746,Female,68,1,47,1,1-2 Year,No,25075,108,0
747,Male,25,1,27,0,< 1 Year,Yes,27136,155,0
748,Male,48,1,28,0,1-2 Year,Yes,31502,125,0
749,Male,46,1,28,0,> 2 Years,Yes,38166,37,1
750,Male,44,1,28,1,1-2 Year,Yes,33844,81,0
751,Male,49,1,30,0,1-2 Year,Yes,2630,59,1
752,Male,53,1,30,1,1-2 Year,No,2630,208,0
753,Male,24,1,7,0,< 1 Year,No,32560,291,0
754,Male,61,1,3,0,1-2 Year,Yes,27238,206,0
755,Female,33,1,28,0,< 1 Year,Yes,43563,240,0
756,Female,49,1,8,0,> 2 Years,Yes,40190,209,0
757,Female,53,1,33,0,1-2 Year,Yes,47367,254,0
758,Male,46,1,36,1,1-2 Year,No,37565,18,0
759,Female,44,1,28,0,1-2 Year,Yes,42376,298,0
760,Male,25,1,32,1,< 1 Year,No,2630,114,0
761,Male,26,1,15,0,< 1 Year,No,44116,125,0
762,Female,40,1,28,0,1-2 Year,Yes,2630,197,1
763,Female,48,1,3,0,1-2 Year,Yes,28795,286,0
764,Female,35,1,28,0,1-2 Year,Yes,22773,193,0
765,Male,59,1,28,0,1-2 Year,Yes,2630,245,0
766,Female,23,1,33,1,< 1 Year,No,22900,24,0
767,Female,69,1,18,0,1-2 Year,Yes,30539,107,1
768,Female,72,1,28,1,1-2 Year,No,65452,38,0
769,Female,44,1,41,0,1-2 Year,Yes,41968,222,0
770,Male,30,1,8,1,< 1 Year,No,45553,295,0
771,Female,31,1,28,1,1-2 Year,No,34827,71,0
772,Male,48,1,8,1,1-2 Year,No,39109,51,0
773,Female,33,1,18,1,< 1 Year,No,33981,248,0
774,Female,21,1,3,1,< 1 Year,No,31286,286,0
775,Male,58,1,28,0,1-2 Year,Yes,2630,180,1
776,Male,52,1,3,0,1-2 Year,No,29058,198,0
777,Male,44,1,35,0,1-2 Year,No,2630,88,0
778,Male,20,1,13,0,< 1 Year,Yes,2630,222,0
779,Male,23,1,28,0,< 1 Year,Yes,40765,144,0
780,Female,24,1,37,0,< 1 Year,Yes,21408,202,0
781,Male,45,1,28,1,1-2 Year,No,36212,82,0
782,Male,77,1,28,1,1-2 Year,No,33249,267,0
783,Female,23,1,30,1,< 1 Year,No,26275,108,0
784,Male,24,1,8,1,< 1 Year,No,33265,57,0
785,Female,37,1,33,0,1-2 Year,No,41890,167,0
786,Male,40,1,8,0,1-2 Year,Yes,31043,279,0
787,Male,65,1,48,0,1-2 Year,Yes,2630,90,0
788,Female,54,1,41,1,1-2 Year,No,19700,39,0
789,Male,33,1,28,0,1-2 Year,Yes,43580,37,0
790,Male,40,1,28,0,1-2 Year,Yes,28113,278,1
791,Male,20,1,8,1,< 1 Year,No,44400,275,0
792,Female,20,1,2,1,< 1 Year,Yes,31207,195,0
793,Male,24,1,8,0,< 1 Year,No,2630,12,0
794,Male,52,1,3,0,1-2 Year,Yes,28088,285,1
795,Male,71,1,16,0,1-2 Year,Yes,2630,134,0
796,Female,23,1,43,0,< 1 Year,Yes,46257,215,0
797,Male,26,1,27,1,< 1 Year,No,49625,151,0
798,Female,27,1,25,1,< 1 Year,No,29214,46,0
799,Female,23,1,8,1,< 1 Year,No,50423,73,0
800,Male,45,1,28,1,1-2 Year,No,29055,279,0
801,Male,26,1,14,1,< 1 Year,No,24354,171,0
802,Male,23,1,28,1,< 1 Year,No,57911,34,0
803,Female,29,1,15,1,< 1 Year,No,37098,185,0
804,Female,45,1,28,1,1-2 Year,No,2630,214,0
805,Female,26,1,28,1,< 1 Year,Yes,42200,251,0
806,Male,38,1,48,0,1-2 Year,Yes,2630,10,1
807,Female,67,1,29,0,1-2 Year,Yes,45459,267,1
808,Female,21,1,36,1,< 1 Year,No,32204,221,0
809,Female,24,1,3,1,< 1 Year,Yes,29376,112,0
810,Female,24,1,8,1,< 1 Year,No,58326,96,0
811,Male,22,1,2,1,< 1 Year,No,34772,105,0
812,Female,25,1,37,0,< 1 Year,Yes,47183,204,0
813,Female,54,1,50,1,1-2 Year,No,32573,153,0
814,Male,62,1,28,0,1-2 Year,Yes,38052,82,1
815,Female,26,1,28,1,< 1 Year,No,38448,216,0
816,Female,22,1,33,1,< 1 Year,No,38214,21,0
817,Female,36,1,28,1,1-2 Year,No,2630,232,0
818,Female,59,1,8,0,1-2 Year,Yes,80682,280,0
819,Female,23,1,39,1,< 1 Year,No,50821,201,0
820,Female,67,1,41,0,1-2 Year,Yes,40821,73,0
821,Female,41,1,38,0,1-2 Year,Yes,30438,299,0
822,Male,25,1,11,1,< 1 Year,No,18009,87,0
823,Female,46,1,28,0,1-2 Year,Yes,30184,110,0
824,Female,23,1,14,0,< 1 Year,Yes,27404,293,0
825,Female,26,1,9,1,< 1 Year,No,37801,121,0
826,Female,37,1,35,0,1-2 Year,No,2630,71,0
827,Male,66,1,50,1,1-2 Year,No,38590,76,0
828,Female,33,1,13,0,1-2 Year,No,38411,176,0
829,Female,25,1,28,1,< 1 Year,No,29046,134,0
830,Male,23,1,29,1,< 1 Year,No,36838,182,0
831,Male,56,1,28,1,1-2 Year,No,48462,22,0
832,Female,41,1,35,0,1-2 Year,Yes,30495,136,0
833,Male,20,1,30,0,< 1 Year,No,25497,11,0
834,Male,25,1,37,0,< 1 Year,Yes,31531,49,1
835,Male,66,1,41,0,1-2 Year,Yes,47749,144,0
836,Female,25,1,18,1,< 1 Year,No,25162,155,0
837,Female,29,1,33,1,< 1 Year,No,52537,291,0
838,Male,25,1,8,1,< 1 Year,No,2630,16,0
839,Male,52,1,8,0,1-2 Year,Yes,54581,234,0
840,Male,77,1,28,0,> 2 Years,Yes,60083,191,0
841,Male,21,1,8,0,< 1 Year,Yes,66657,59,0
842,Female,24,1,17,1,< 1 Year,No,28385,164,0
843,Female,24,1,37,0,< 1 Year,No,47282,65,0
844,Male,39,1,28,1,1-2 Year,No,38452,230,0
845,Male,44,1,17,0,1-2 Year,Yes,37272,231,0
846,Female,44,1,28,0,1-2 Year,Yes,43624,28,1
847,Male,43,1,39,0,1-2 Year,Yes,2630,26,1
848,Male,49,1,46,1,1-2 Year,No,2630,226,0
849,Female,24,1,41,1,< 1 Year,No,39342,27,0
850,Male,53,1,8,1,1-2 Year,No,44895,240,0
851,Female,67,1,50,0,1-2 Year,Yes,32592,101,0
852,Male,54,1,8,0,< 1 Year,Yes,34948,116,1
853,Female,44,1,41,0,1-2 Year,Yes,31059,263,1
854,Male,57,1,28,0,1-2 Year,Yes,67533,269,0
855,Female,30,1,28,1,< 1 Year,No,28647,190,0
856,Female,28,1,4,0,1-2 Year,Yes,2630,63,0
857,Female,22,1,15,0,< 1 Year,Yes,37932,293,0
858,Male,36,1,8,0,1-2 Year,Yes,31149,207,0
859,Male,23,1,36,0,< 1 Year,Yes,31668,31,0
860,Male,62,1,8,0,1-2 Year,Yes,30883,173,0
861,Male,42,1,28,0,1-2 Year,Yes,30408,74,1
862,Male,29,1,41,0,< 1 Year,Yes,2630,203,0
863,Male,44,1,50,0,1-2 Year,Yes,35668,40,0
864,Male,55,1,46,0,1-2 Year,Yes,31997,202,0
865,Female,49,1,41,0,1-2 Year,Yes,2630,65,0
866,Male,60,1,28,0,1-2 Year,No,46684,280,0
867,Male,21,1,46,1,< 1 Year,No,35733,93,0
868,Male,31,1,28,1,< 1 Year,No,24002,261,0
869,Female,42,1,3,0,1-2 Year,Yes,43811,243,0
870,Female,37,1,28,1,1-2 Year,No,48427,176,0
871,Female,40,1,30,1,1-2 Year,No,30719,261,0
872,Male,29,1,50,0,< 1 Year,Yes,32200,79,0
873,Male,34,1,41,1,1-2 Year,Yes,36264,241,0
874,Female,65,1,30,1,1-2 Year,Yes,2630,125,0
875,Male,73,1,48,0,1-2 Year,Yes,2630,94,0
876,Female,22,1,32,1,< 1 Year,No,35727,116,0
877,Male,50,1,28,1,1-2 Year,No,45072,65,0
878,Male,30,1,28,1,1-2 Year,Yes,2630,127,0
879,Female,52,1,11,0,1-2 Year,Yes,2630,195,0
880,Male,63,1,28,1,1-2 Year,Yes,65387,146,0
881,Female,47,1,28,1,1-2 Year,No,32752,105,0
882,Male,34,1,45,0,1-2 Year,Yes,2630,223,1
883,Male,54,1,9,0,> 2 Years,Yes,40603,161,1
884,Male,83,1,41,1,1-2 Year,No,40935,166,0
885,Male,72,1,28,0,1-2 Year,No,60923,179,0
886,Female,25,1,34,0,< 1 Year,Yes,2630,46,0
887,Male,57,1,28,0,1-2 Year,Yes,39067,134,0
888,Male,54,1,28,0,1-2 Year,Yes,36574,66,0
889,Male,24,1,41,1,< 1 Year,No,33243,33,0
890,Female,25,1,22,1,< 1 Year,No,29364,88,0
891,Female,77,1,3,0,1-2 Year,Yes,40743,65,0
892,Female,24,1,8,1,< 1 Year,No,33324,83,0
893,Male,45,1,3,1,1-2 Year,Yes,31641,183,0
894,Male,26,1,14,1,< 1 Year,No,2630,137,0
895,Female,29,1,41,0,< 1 Year,Yes,2630,166,1
896,Male,47,1,41,0,1-2 Year,Yes,35297,74,1
897,Female,28,1,18,1,< 1 Year,No,38784,264,0
898,Male,41,1,45,0,1-2 Year,Yes,26978,213,0
899,Male,24,1,28,0,1-2 Year,Yes,50974,266,0
900,Male,24,1,6,1,< 1 Year,Yes,29526,32,0
901,Female,28,1,2,1,< 1 Year,No,30514,65,0
902,Male,24,1,36,0,< 1 Year,No,30983,67,0
903,Male,49,1,45,0,1-2 Year,Yes,27937,132,0
904,Female,51,1,50,0,< 1 Year,Yes,45869,100,0
905,Female,69,1,28,0,1-2 Year,No,46732,259,0
906,Female,22,1,36,1,< 1 Year,Yes,2630,106,0
907,Male,44,1,28,0,1-2 Year,Yes,35482,59,0
908,Male,35,1,27,0,1-2 Year,Yes,22791,36,0
909,Male,30,1,38,1,1-2 Year,No,25412,175,0
910,Female,36,1,33,0,1-2 Year,Yes,2630,180,0
911,Female,21,1,28,0,< 1 Year,Yes,32733,145,0
912,Male,72,1,28,0,> 2 Years,Yes,54468,129,1
913,Male,22,1,46,1,< 1 Year,No,21470,182,0
914,Female,25,1,35,1,< 1 Year,No,31745,242,0
915,Male,49,1,7,0,1-2 Year,No,36497,252,0
916,Female,31,1,29,1,< 1 Year,No,25259,42,0
917,Male,24,1,15,0,< 1 Year,Yes,27709,64,0
918,Female,47,1,8,0,1-2 Year,Yes,32305,80,0
919,Male,32,1,28,0,1-2 Year,Yes,2630,227,1
920,Male,42,1,8,1,1-2 Year,No,28725,284,0
921,Female,70,1,6,1,1-2 Year,No,25776,105,0
922,Male,59,1,26,1,1-2 Year,No,47831,274,0
923,Male,24,1,8,1,< 1 Year,No,29817,88,0
924,Male,25,1,15,1,< 1 Year,No,30587,49,0
